player_id,gsis_id,player_name,position,age,finished_v1_rank,evidence_state,outcome_calibration_status,sample_support,confidence,missing_reason,max_projection_adjustment,reason_code,release_identifier,QB_T12_NEXT_YEAR,QB_T12_THIS_YEAR,QB_T12_TWO_OF_NEXT_3Y,QB_T12_T_PLUS_2,QB_T12_WITHIN_3Y,QB_T12_WITHIN_5Y,QB_T6_NEXT_YEAR,QB_T6_THIS_YEAR,QB_T6_TWO_OF_NEXT_3Y,QB_T6_T_PLUS_2,QB_T6_WITHIN_3Y,QB_T6_WITHIN_5Y,RB_T12_NEXT_YEAR,RB_T12_THIS_YEAR,RB_T12_TWO_OF_NEXT_3Y,RB_T12_T_PLUS_2,RB_T12_WITHIN_3Y,RB_T12_WITHIN_5Y,RB_T24_NEXT_YEAR,RB_T24_THIS_YEAR,RB_T24_TWO_OF_NEXT_3Y,RB_T24_T_PLUS_2,RB_T24_WITHIN_3Y,RB_T24_WITHIN_5Y,RB_T36_NEXT_YEAR,RB_T36_THIS_YEAR,RB_T36_TWO_OF_NEXT_3Y,RB_T36_T_PLUS_2,RB_T36_WITHIN_3Y,RB_T36_WITHIN_5Y,RB_T6_NEXT_YEAR,RB_T6_THIS_YEAR,RB_T6_TWO_OF_NEXT_3Y,RB_T6_T_PLUS_2,RB_T6_WITHIN_3Y,RB_T6_WITHIN_5Y,TE_T12_NEXT_YEAR,TE_T12_THIS_YEAR,TE_T12_TWO_OF_NEXT_3Y,TE_T12_T_PLUS_2,TE_T12_WITHIN_3Y,TE_T12_WITHIN_5Y,TE_T6_NEXT_YEAR,TE_T6_THIS_YEAR,TE_T6_TWO_OF_NEXT_3Y,TE_T6_T_PLUS_2,TE_T6_WITHIN_3Y,TE_T6_WITHIN_5Y,WR_T12_NEXT_YEAR,WR_T12_THIS_YEAR,WR_T12_TWO_OF_NEXT_3Y,WR_T12_T_PLUS_2,WR_T12_WITHIN_3Y,WR_T12_WITHIN_5Y,WR_T24_NEXT_YEAR,WR_T24_THIS_YEAR,WR_T24_TWO_OF_NEXT_3Y,WR_T24_T_PLUS_2,WR_T24_WITHIN_3Y,WR_T24_WITHIN_5Y,WR_T36_NEXT_YEAR,WR_T36_THIS_YEAR,WR_T36_TWO_OF_NEXT_3Y,WR_T36_T_PLUS_2,WR_T36_WITHIN_3Y,WR_T36_WITHIN_5Y,WR_T6_NEXT_YEAR,WR_T6_THIS_YEAR,WR_T6_TWO_OF_NEXT_3Y,WR_T6_T_PLUS_2,WR_T6_WITHIN_3Y,WR_T6_WITHIN_5Y
3294,00-0033077,Dak Prescott,QB,,70,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE,100-475 labeled rows,Limited historical support|Moderate historical support|Not enough information,,0.0,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CURRENT_BASELINE_RETAINED|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,53.2%,Not enough information,Not enough information,Not enough information,84.7%,92.8%,37.7%,Not enough information,Not enough information,Not enough information,Not enough information,83.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6783,00-0036407,Jerry Jeudy,WR,,71,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,11.1%,Not enough information,10.2%,Not enough information,31.4%,Not enough information,21.6%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
8134,00-0037261,Khalil Shakir,WR,,72,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,22.5%,Not enough information,24.5%,Not enough information,51.0%,Not enough information,22.5%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
8151,00-0038134,Kenneth Walker,RB,,73,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,95-892 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.0,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,23.6%,20.7%,11.8%,49.7%,Not enough information,Not enough information,63.0%,55.0%,42.4%,84.9%,95.2%,55.7%,80.6%,68.0%,52.0%,94.4%,Not enough information,4.0%,1.9%,Not enough information,Not enough information,11.0%,Not enough information,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3214,00-0033090,Hunter Henry,TE,,74,complete,OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_KEEP_CURRENT_BASELINE,119-769 labeled rows,Limited historical support|Moderate historical support,,0.0,BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CURRENT_BASELINE_RETAINED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.9%,49.5%,44.2%,35.3%,75.0%,Not enough information,34.3%,46.2%,40.9%,30.5%,65.3%,89.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11628,00-0039849,Marvin Harrison,WR,,75,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,11.1%,Not enough information,10.2%,Not enough information,31.4%,Not enough information,21.6%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
5967,00-0035261,Tony Pollard,RB,,76,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,95-892 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.0,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,23.6%,20.7%,11.8%,49.7%,Not enough information,Not enough information,63.0%,55.0%,42.4%,84.9%,95.2%,55.7%,80.6%,68.0%,52.0%,94.4%,Not enough information,4.0%,1.9%,Not enough information,Not enough information,11.0%,Not enough information,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5001,00-0034383,Dalton Schultz,TE,,77,complete,OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_KEEP_CURRENT_BASELINE,119-769 labeled rows,Limited historical support|Moderate historical support,,0.0,BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CURRENT_BASELINE_RETAINED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.9%,49.5%,44.2%,35.3%,75.0%,Not enough information,15.6%,17.3%,12.4%,12.6%,36.0%,68.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4981,00-0034837,Calvin Ridley,WR,,78,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,2.9%,Not enough information,4.4%,Not enough information,10.8%,Not enough information,3.4%,Not enough information,4.4%,Not enough information,14.7%,44.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
10229,00-0039067,Rashee Rice,WR,,79,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,22.5%,Not enough information,24.5%,Not enough information,51.0%,Not enough information,22.5%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
7567,00-0036919,Kenneth Gainwell,RB,,80,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,95-892 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.0,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,23.6%,20.7%,11.8%,49.7%,Not enough information,Not enough information,63.0%,55.0%,42.4%,84.9%,95.2%,55.7%,80.6%,68.0%,52.0%,94.4%,Not enough information,4.0%,1.9%,Not enough information,Not enough information,11.0%,Not enough information,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9500,00-0038997,Josh Downs,WR,,81,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,11.1%,Not enough information,10.2%,Not enough information,31.4%,Not enough information,21.6%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
11631,00-0039893,Brian Thomas,WR,,82,complete,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Higher historical support|Limited historical support|Moderate historical support|Not enough information,,0.012437156615260604,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5%,1.0%,3.2%,Not enough information,4.6%,Not enough information,22.5%,Not enough information,24.5%,Not enough information,51.0%,Not enough information,22.5%,Not enough information,25.1%,Not enough information,53.4%,80.3%,1.0%,1.0%,Not enough information,Not enough information,3.3%,18.3%
12512,00-0040784,Quinshon Judkins,RB,,83,insufficient,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,95-892 labeled rows,Not enough information,rookie or prospect lacks admitted 2025 NFL feature evidence,,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6803,00-0036261,Brandon Aiyuk,WR,,84,insufficient,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Not enough information,missing admitted 2025 regular-season feature row,,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information
12519,00-0040735,Luther Burden,WR,,85,insufficient,OUTCOME_V3_BLOCKED_LOW_SAMPLE|OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_DIRECTIONALLY_BETTER_NOT_ADOPTED|OUTCOME_V3_KEEP_CURRENT_BASELINE|OUTCOME_V3_UPGRADE_ADMISSIBLE,208-1373 labeled rows,Not enough information,rookie or prospect lacks admitted 2025 NFL feature evidence,,BASELINE_PROJECTION_OR_CURRENT_AUTHORITY_GATE_FAILED|BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CHALLENGER_PASSED_EVERY_FIELD_GATE|CURRENT_BASELINE_RETAINED|CURRENT_BASELINE_STRONGEST_OOF|DIRECTIONALLY_BETTER_BUT_ONE_OR_MORE_GATES_FAILED|HISTORICAL_SAMPLE_GATE_FAILED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information,Not enough information
8110,00-0038041,Jake Ferguson,TE,,86,complete,OUTCOME_V3_BLOCKED_WEAK_CALIBRATION|OUTCOME_V3_KEEP_CURRENT_BASELINE,119-769 labeled rows,Limited historical support|Moderate historical support,,0.0,BASELINE_WEAK_AND_NO_CHALLENGER_PASSED_ALL_GATES|CURRENT_BASELINE_RETAINED,NWR_OUTCOME_COLUMNS_V3_RC1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.8%,25.9%,29.5%,18.8%,51.2%,Not enough information,18.8%,17.3%,21.3%,11.1%,38.2%,71.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
