field_id,candidate,bucket,rows,predicted_mean,actual_rate,absolute_calibration_error
RB_T24_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.0-0.1,88,0.0776455847,0.0681818182,0.0094637665
RB_T24_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.1-0.2,29,0.1355853193,0.1034482759,0.0321370435
RB_T24_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,118,0.2483640397,0.2542372881,0.0058732485
RB_T24_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,110,0.5363847648,0.6090909091,0.0727061443
RB_T24_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,70,0.0781416513,0.0571428571,0.0209987941
RB_T24_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,83,0.1718890057,0.2168674699,0.0449784642
RB_T24_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,29,0.2205457905,0.0344827586,0.1860630319
RB_T24_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,57,0.3615829266,0.5438596491,0.1822767226
RB_T24_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,19,0.4157918311,0.4736842105,0.0578923794
RB_T24_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.0-0.1,70,0.0781416513,0.0571428571,0.0209987941
RB_T24_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.1-0.2,83,0.1718890057,0.2168674699,0.0449784642
RB_T24_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.2-0.3,29,0.2205457905,0.0344827586,0.1860630319
RB_T24_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.3-0.4,57,0.3615829266,0.5438596491,0.1822767226
RB_T24_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.4-0.5,19,0.4157918311,0.4736842105,0.0578923794
RB_T24_T_PLUS_2,C2_BETA_CALIBRATION,0.0-0.1,70,0.0781416513,0.0571428571,0.0209987941
RB_T24_T_PLUS_2,C2_BETA_CALIBRATION,0.1-0.2,83,0.1718890057,0.2168674699,0.0449784642
RB_T24_T_PLUS_2,C2_BETA_CALIBRATION,0.2-0.3,29,0.2205457905,0.0344827586,0.1860630319
RB_T24_T_PLUS_2,C2_BETA_CALIBRATION,0.3-0.4,57,0.3615829266,0.5438596491,0.1822767226
RB_T24_T_PLUS_2,C2_BETA_CALIBRATION,0.4-0.5,19,0.4157918311,0.4736842105,0.0578923794
RB_T24_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.0-0.1,70,0.0781416513,0.0571428571,0.0209987941
RB_T24_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.1-0.2,83,0.1718890057,0.2168674699,0.0449784642
RB_T24_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.2-0.3,29,0.2205457905,0.0344827586,0.1860630319
RB_T24_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.3-0.4,57,0.3615829266,0.5438596491,0.1822767226
RB_T24_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.4-0.5,19,0.4157918311,0.4736842105,0.0578923794
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,106,0.2669454640,0.1698113208,0.0971341432
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,8,0.3115892532,0.2500000000,0.0615892532
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,35,0.4643045197,0.3714285714,0.0928759482
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,63,0.5688687684,0.5396825397,0.0291862288
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,82,0.6427184908,0.5365853659,0.1061331249
RB_T24_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8-0.9,158,0.8657629239,0.8544303797,0.0113325441
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.1-0.2,1,0.1957087046,1.0000000000,0.8042912954
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,105,0.2668043543,0.1619047619,0.1048995924
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,12,0.3233224329,0.5000000000,0.1766775671
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,31,0.4652075806,0.2903225806,0.1748850000
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,63,0.5438100740,0.5396825397,0.0041275343
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,82,0.6427184908,0.5365853659,0.1061331249
RB_T24_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.8-0.9,158,0.8538709746,0.8544303797,0.0005594052
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.2-0.3,97,0.2734418493,0.1649484536,0.1084933957
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.3-0.4,21,0.3169173907,0.3809523810,0.0640349903
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.4-0.5,31,0.4692774192,0.2903225806,0.1789548386
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.5-0.6,63,0.5401091560,0.5396825397,0.0004266163
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.6-0.7,82,0.6427184908,0.5365853659,0.1061331249
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.7-0.8,19,0.7944422482,1.0000000000,0.2055577518
RB_T24_WITHIN_3Y,C2_BETA_CALIBRATION,0.8-0.9,139,0.8557163716,0.8345323741,0.0211839975
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,106,0.2669454640,0.1698113208,0.0971341432
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,8,0.3115892532,0.2500000000,0.0615892532
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,35,0.4643045197,0.3714285714,0.0928759482
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,63,0.5688687684,0.5396825397,0.0291862288
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,82,0.6427184908,0.5365853659,0.1061331249
RB_T24_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.8-0.9,158,0.8657629239,0.8544303797,0.0113325441
RB_T24_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,12,0.5585620518,0.3333333333,0.2252287184
RB_T24_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,4,0.6639195411,0.7500000000,0.0860804589
RB_T24_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,27,0.7459356677,0.5925925926,0.1533430751
RB_T24_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8-0.9,51,0.8511995152,0.8627450980,0.0115455829
RB_T24_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9-1.0,157,0.9550903793,0.9617834395,0.0066930602
RB_T24_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,12,0.5585620518,0.3333333333,0.2252287184
RB_T24_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,4,0.6639195411,0.7500000000,0.0860804589
RB_T24_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,27,0.7461690577,0.5925925926,0.1535764651
RB_T24_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.8-0.9,51,0.8520214023,0.8627450980,0.0107236957
RB_T24_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.9-1.0,157,0.9556135862,0.9617834395,0.0061698533
RB_T24_WITHIN_5Y,C2_BETA_CALIBRATION,0.5-0.6,12,0.5585620518,0.3333333333,0.2252287184
RB_T24_WITHIN_5Y,C2_BETA_CALIBRATION,0.6-0.7,4,0.6639195411,0.7500000000,0.0860804589
RB_T24_WITHIN_5Y,C2_BETA_CALIBRATION,0.7-0.8,27,0.7476242893,0.5925925926,0.1550316967
RB_T24_WITHIN_5Y,C2_BETA_CALIBRATION,0.8-0.9,51,0.8513456076,0.8627450980,0.0113994904
RB_T24_WITHIN_5Y,C2_BETA_CALIBRATION,0.9-1.0,157,0.9548243510,0.9617834395,0.0069590885
RB_T24_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,12,0.5585620518,0.3333333333,0.2252287184
RB_T24_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,4,0.6639195411,0.7500000000,0.0860804589
RB_T24_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,27,0.7459356677,0.5925925926,0.1533430751
RB_T24_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.8-0.9,51,0.8511995152,0.8627450980,0.0115455829
RB_T24_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.9-1.0,157,0.9550903793,0.9617834395,0.0066930602
RB_T36_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,149,0.1504391804,0.1208053691,0.0296338113
RB_T36_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,170,0.2842790906,0.2529411765,0.0313379141
RB_T36_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,1,0.3455284553,0.0000000000,0.3455284553
RB_T36_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,201,0.5361437997,0.5771144279,0.0409706282
RB_T36_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,149,0.1504391804,0.1208053691,0.0296338113
RB_T36_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,170,0.2842790906,0.2529411765,0.0313379141
RB_T36_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.3-0.4,1,0.3455284553,0.0000000000,0.3455284553
RB_T36_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.5-0.6,201,0.5361437997,0.5771144279,0.0409706282
RB_T36_NEXT_YEAR,C2_BETA_CALIBRATION,0.1-0.2,149,0.1504391804,0.1208053691,0.0296338113
RB_T36_NEXT_YEAR,C2_BETA_CALIBRATION,0.2-0.3,170,0.2842790906,0.2529411765,0.0313379141
RB_T36_NEXT_YEAR,C2_BETA_CALIBRATION,0.3-0.4,1,0.3455284553,0.0000000000,0.3455284553
RB_T36_NEXT_YEAR,C2_BETA_CALIBRATION,0.5-0.6,201,0.5361437997,0.5771144279,0.0409706282
RB_T36_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,149,0.1504391804,0.1208053691,0.0296338113
RB_T36_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,170,0.2842790906,0.2529411765,0.0313379141
RB_T36_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.3-0.4,1,0.3455284553,0.0000000000,0.3455284553
RB_T36_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.5-0.6,201,0.5361437997,0.5771144279,0.0409706282
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,46,0.0973298170,0.0652173913,0.0321124257
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,268,0.1112801476,0.0783582090,0.0329219387
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,254,0.2799043147,0.2440944882,0.0358098266
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,36,0.3017648468,0.2222222222,0.0795426246
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,72,0.5948113312,0.6388888889,0.0440775577
RB_T36_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,216,0.6169007142,0.6851851852,0.0682844710
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,124,0.0814978376,0.0645161290,0.0169817086
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,190,0.1145241442,0.0842105263,0.0303136179
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,254,0.2717265456,0.2440944882,0.0276320574
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.3-0.4,36,0.3017648468,0.2222222222,0.0795426246
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.5-0.6,72,0.5948113312,0.6388888889,0.0440775577
RB_T36_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.6-0.7,216,0.6292216806,0.6851851852,0.0559635046
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.0-0.1,118,0.0855109039,0.0677966102,0.0177142937
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.1-0.2,196,0.1143554824,0.0816326531,0.0327228294
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.2-0.3,254,0.2775311063,0.2440944882,0.0334366181
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.3-0.4,36,0.3017648468,0.2222222222,0.0795426246
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.5-0.6,72,0.5948113312,0.6388888889,0.0440775577
RB_T36_THIS_YEAR,C2_BETA_CALIBRATION,0.6-0.7,216,0.6179615373,0.6851851852,0.0672236479
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,125,0.0867114657,0.0640000000,0.0227114657
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,189,0.1142811350,0.0846560847,0.0296250503
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,254,0.2720484350,0.2440944882,0.0279539468
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.3-0.4,36,0.3017648468,0.2222222222,0.0795426246
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.5-0.6,72,0.5948113312,0.6388888889,0.0440775577
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.6-0.7,180,0.6303787407,0.6611111111,0.0307323704
RB_T36_THIS_YEAR,C3_ISOTONIC_MONOTONIC,0.7-0.8,36,0.7500000000,0.8055555556,0.0555555556
RB_T36_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,84,0.1612999942,0.1666666667,0.0053666725
RB_T36_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,3,0.2752403846,0.3333333333,0.0580929487
RB_T36_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,71,0.3662888343,0.3661971831,0.0000916512
RB_T36_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,44,0.4459280248,0.1818181818,0.2641098430
RB_T36_TWO_OF_NEXT_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,157,0.6607809287,0.7324840764,0.0717031477
RB_T36_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.1-0.2,84,0.1612999942,0.1666666667,0.0053666725
RB_T36_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,3,0.2752403846,0.3333333333,0.0580929487
RB_T36_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,71,0.3662888343,0.3661971831,0.0000916512
RB_T36_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,44,0.4459280248,0.1818181818,0.2641098430
RB_T36_TWO_OF_NEXT_3Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,157,0.6607809287,0.7324840764,0.0717031477
RB_T36_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.1-0.2,84,0.1612999942,0.1666666667,0.0053666725
RB_T36_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.2-0.3,3,0.2752403846,0.3333333333,0.0580929487
RB_T36_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.3-0.4,71,0.3662888343,0.3661971831,0.0000916512
RB_T36_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.4-0.5,44,0.4459280248,0.1818181818,0.2641098430
RB_T36_TWO_OF_NEXT_3Y,C2_BETA_CALIBRATION,0.6-0.7,157,0.6607809287,0.7324840764,0.0717031477
RB_T36_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.1-0.2,84,0.1612999942,0.1666666667,0.0053666725
RB_T36_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.2-0.3,3,0.2752403846,0.3333333333,0.0580929487
RB_T36_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,71,0.3662888343,0.3661971831,0.0000916512
RB_T36_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,44,0.4459280248,0.1818181818,0.2641098430
RB_T36_TWO_OF_NEXT_3Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,157,0.6607809287,0.7324840764,0.0717031477
RB_T36_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,65,0.1842583821,0.1076923077,0.0765660744
RB_T36_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,35,0.2788068529,0.2571428571,0.0216639958
RB_T36_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,54,0.3039765038,0.2037037037,0.1002728001
RB_T36_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,79,0.4807220213,0.6075949367,0.1268729154
RB_T36_T_PLUS_2,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,25,0.5058217775,0.5600000000,0.0541782225
RB_T36_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.1-0.2,65,0.1842583821,0.1076923077,0.0765660744
RB_T36_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.2-0.3,35,0.2788068529,0.2571428571,0.0216639958
RB_T36_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.3-0.4,54,0.3039765038,0.2037037037,0.1002728001
RB_T36_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.4-0.5,79,0.4807220213,0.6075949367,0.1268729154
RB_T36_T_PLUS_2,C1_REGULARIZED_LOGISTIC,0.5-0.6,25,0.5058217775,0.5600000000,0.0541782225
RB_T36_T_PLUS_2,C2_BETA_CALIBRATION,0.1-0.2,65,0.1842583821,0.1076923077,0.0765660744
RB_T36_T_PLUS_2,C2_BETA_CALIBRATION,0.2-0.3,35,0.2788068529,0.2571428571,0.0216639958
RB_T36_T_PLUS_2,C2_BETA_CALIBRATION,0.3-0.4,54,0.3039765038,0.2037037037,0.1002728001
RB_T36_T_PLUS_2,C2_BETA_CALIBRATION,0.4-0.5,79,0.4807220213,0.6075949367,0.1268729154
RB_T36_T_PLUS_2,C2_BETA_CALIBRATION,0.5-0.6,25,0.5058217775,0.5600000000,0.0541782225
RB_T36_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.1-0.2,65,0.1842583821,0.1076923077,0.0765660744
RB_T36_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.2-0.3,35,0.2788068529,0.2571428571,0.0216639958
RB_T36_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.3-0.4,54,0.3039765038,0.2037037037,0.1002728001
RB_T36_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.4-0.5,79,0.4807220213,0.6075949367,0.1268729154
RB_T36_T_PLUS_2,C3_ISOTONIC_MONOTONIC,0.5-0.6,25,0.5058217775,0.5600000000,0.0541782225
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,4,0.3881819122,1.0000000000,0.6118180878
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.4-0.5,87,0.4597846375,0.2528735632,0.2069110743
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.5-0.6,12,0.5433849696,0.3333333333,0.2100516363
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.6-0.7,52,0.6756661597,0.5769230769,0.0987430828
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,106,0.7411808835,0.6415094340,0.0996714495
RB_T36_WITHIN_3Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9-1.0,233,0.9208989571,0.9313304721,0.0104315150
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.2-0.3,4,0.2701629473,1.0000000000,0.7298370527
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.3-0.4,16,0.3655142445,0.2500000000,0.1155142445
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.4-0.5,71,0.4692986656,0.2535211268,0.2157775389
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.5-0.6,15,0.5463834922,0.3333333333,0.2130501589
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.6-0.7,50,0.6460037805,0.5800000000,0.0660037805
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,105,0.7413160907,0.6476190476,0.0936970431
RB_T36_WITHIN_3Y,C1_REGULARIZED_LOGISTIC,0.9-1.0,233,0.9209772835,0.9313304721,0.0103531886
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.2-0.3,1,0.2949456889,1.0000000000,0.7050543111
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.3-0.4,3,0.3498993738,1.0000000000,0.6501006262
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.4-0.5,87,0.4621226866,0.2528735632,0.2092491234
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.5-0.6,21,0.5617945192,0.5238095238,0.0379849954
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.6-0.7,44,0.6474549949,0.5227272727,0.1247277221
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.7-0.8,105,0.7413160907,0.6476190476,0.0936970431
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.8-0.9,28,0.8945181964,0.8214285714,0.0730896250
RB_T36_WITHIN_3Y,C2_BETA_CALIBRATION,0.9-1.0,205,0.9206866899,0.9463414634,0.0256547735
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.3-0.4,4,0.3710729930,1.0000000000,0.6289270070
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.4-0.5,87,0.4597846375,0.2528735632,0.2069110743
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.5-0.6,12,0.5433849696,0.3333333333,0.2100516363
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.6-0.7,52,0.6772781438,0.5769230769,0.1003550669
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,106,0.7411808835,0.6415094340,0.0996714495
RB_T36_WITHIN_3Y,C3_ISOTONIC_MONOTONIC,0.9-1.0,233,0.9230071479,0.9313304721,0.0083233242
RB_T36_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.7-0.8,8,0.7784263833,1.0000000000,0.2215736167
RB_T36_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.8-0.9,12,0.8172680021,0.4166666667,0.4006013355
RB_T36_WITHIN_5Y,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.9-1.0,194,0.9719773584,0.9845360825,0.0125587240
RB_T36_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.7-0.8,8,0.7784263833,1.0000000000,0.2215736167
RB_T36_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.8-0.9,12,0.8172680021,0.4166666667,0.4006013355
RB_T36_WITHIN_5Y,C1_REGULARIZED_LOGISTIC,0.9-1.0,194,0.9719773584,0.9845360825,0.0125587240
RB_T36_WITHIN_5Y,C2_BETA_CALIBRATION,0.7-0.8,8,0.7784263833,1.0000000000,0.2215736167
RB_T36_WITHIN_5Y,C2_BETA_CALIBRATION,0.8-0.9,12,0.8172680021,0.4166666667,0.4006013355
RB_T36_WITHIN_5Y,C2_BETA_CALIBRATION,0.9-1.0,194,0.9719773584,0.9845360825,0.0125587240
RB_T36_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.7-0.8,8,0.7784263833,1.0000000000,0.2215736167
RB_T36_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.8-0.9,12,0.8172680021,0.4166666667,0.4006013355
RB_T36_WITHIN_5Y,C3_ISOTONIC_MONOTONIC,0.9-1.0,194,0.9719773584,0.9845360825,0.0125587240
RB_T6_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,428,0.0327681388,0.0257009346,0.0070672043
RB_T6_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,87,0.1454359365,0.1839080460,0.0384721095
RB_T6_NEXT_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,6,0.2168601629,0.1666666667,0.0501934962
RB_T6_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,428,0.0327681388,0.0257009346,0.0070672043
RB_T6_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.1-0.2,87,0.1454359365,0.1839080460,0.0384721095
RB_T6_NEXT_YEAR,C1_REGULARIZED_LOGISTIC,0.2-0.3,6,0.2168601629,0.1666666667,0.0501934962
RB_T6_NEXT_YEAR,C2_BETA_CALIBRATION,0.0-0.1,428,0.0327681388,0.0257009346,0.0070672043
RB_T6_NEXT_YEAR,C2_BETA_CALIBRATION,0.1-0.2,87,0.1454359365,0.1839080460,0.0384721095
RB_T6_NEXT_YEAR,C2_BETA_CALIBRATION,0.2-0.3,6,0.2168601629,0.1666666667,0.0501934962
RB_T6_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.0-0.1,428,0.0327681388,0.0257009346,0.0070672043
RB_T6_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.1-0.2,87,0.1454359365,0.1839080460,0.0384721095
RB_T6_NEXT_YEAR,C3_ISOTONIC_MONOTONIC,0.2-0.3,6,0.2168601629,0.1666666667,0.0501934962
RB_T6_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.0-0.1,748,0.0241398376,0.0187165775,0.0054232601
RB_T6_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.1-0.2,96,0.1579517979,0.1770833333,0.0191315354
RB_T6_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.2-0.3,42,0.2776774525,0.3809523810,0.1032749284
RB_T6_THIS_YEAR,C0_CURRENT_PROFILE_BUCKET_BASELINE,0.3-0.4,6,0.3072557141,0.1666666667,0.1405890474
RB_T6_THIS_YEAR,C1_REGULARIZED_LOGISTIC,0.0-0.1,748,0.0240855322,0.0187165775,0.0053689546
