model_id,split,target_seasons,position,sample_size,mae_points,rmse_points,spearman_points,top_n_label,top_n,top_n_hit_rate,result_source
conservative_blend,season_2022,2022,TE,99,17.929735338131664,22.73612513146356,0.7648107426619952,te_t12,12,0.5,candidate
conservative_blend,season_2022,2022,WR,186,29.8738324747256,37.28217282423336,0.7390442786682044,wr_t36,36,0.6666666666666666,candidate
conservative_blend,season_2023,2023,QB,63,65.93379558139064,85.22601779784274,0.5669642857142857,qb_t12,12,0.5,candidate
conservative_blend,season_2023,2023,RB,115,43.51734188655142,58.872421289726546,0.6299459455833633,rb_t24,24,0.5,candidate
conservative_blend,season_2023,2023,TE,96,18.437019031387422,23.590838103806007,0.7778814389865779,te_t12,12,0.6666666666666666,candidate
conservative_blend,season_2023,2023,WR,166,27.61848185903891,36.12879551320454,0.778607031793668,wr_t36,36,0.6388888888888888,candidate
conservative_blend,season_2024,2024,QB,63,61.64446389438266,80.2232199864478,0.588181643625192,qb_t12,12,0.5,candidate
conservative_blend,season_2024,2024,RB,108,43.730422904599635,60.91335492506446,0.7364038466696474,rb_t24,24,0.6666666666666666,candidate
conservative_blend,season_2024,2024,TE,96,20.22936483027479,27.429382721353672,0.7107653302795394,te_t12,12,0.3333333333333333,candidate
conservative_blend,season_2024,2024,WR,171,30.751140088716536,39.20117472211929,0.7264566081252304,wr_t36,36,0.6111111111111112,candidate
conservative_blend,season_2025,2025,QB,63,56.53256779559525,73.29534299509127,0.7157738095238095,qb_t12,12,0.5833333333333334,candidate
conservative_blend,season_2025,2025,RB,106,40.9982278875112,57.43756570176153,0.7297547163655579,rb_t24,24,0.5833333333333334,candidate
conservative_blend,season_2025,2025,TE,107,17.800989344073148,23.833970802459252,0.7735533385258531,te_t12,12,0.4166666666666667,candidate
conservative_blend,season_2025,2025,WR,176,28.732673487831843,38.783685717500575,0.7129210432062651,wr_t36,36,0.5555555555555556,candidate
first_down_context,season_2021,2021,QB,61,55.29930383722355,70.39754975374709,0.7173453199365415,qb_t12,12,0.6666666666666666,candidate
first_down_context,season_2021,2021,RB,121,40.75791349866544,53.502648486464075,0.6563461619891711,rb_t24,24,0.5,candidate
first_down_context,season_2021,2021,TE,97,21.289702528501362,28.731817635538782,0.7199818550175294,te_t12,12,0.5,candidate
first_down_context,season_2021,2021,WR,187,33.12957262467495,43.83641665677028,0.6639127566560395,wr_t36,36,0.6111111111111112,candidate
first_down_context,season_2022,2022,QB,67,49.97410277296008,64.38342041987977,0.7759996807406816,qb_t12,12,0.5,candidate
first_down_context,season_2022,2022,RB,120,42.847843023362536,57.1778131273481,0.6810938449887769,rb_t24,24,0.625,candidate
first_down_context,season_2022,2022,TE,99,17.64368236745577,22.309604599052566,0.7720296645730348,te_t12,12,0.5833333333333334,candidate
